topicId,rank,docId,filename
1,1,53,/home/nitin/Desktop/News/test5/2014-09-23.txt
1,2,45,/home/nitin/Desktop/News/test5/2014-09-19.txt
1,3,59,/home/nitin/Desktop/News/test5/2014-09-18.txt
1,4,50,/home/nitin/Desktop/News/test5/2014-09-22.txt
1,5,39,/home/nitin/Desktop/News/test5/2014-09-21.txt
1,6,70,/home/nitin/Desktop/News/test5/2014-09-20.txt
1,7,18,/home/nitin/Desktop/News/test5/2014-09-17.txt
1,8,72,/home/nitin/Desktop/News/test5/2014-09-16.txt
1,9,11,/home/nitin/Desktop/News/test5/2014-09-24.txt
1,10,55,/home/nitin/Desktop/News/test5/2014-09-25.txt
1,11,65,/home/nitin/Desktop/News/test5/2014-09-15.txt
1,12,1,/home/nitin/Desktop/News/test5/2014-09-29.txt
1,13,22,/home/nitin/Desktop/News/test5/2014-09-30.txt
1,14,7,/home/nitin/Desktop/News/test5/2014-10-10.txt
1,15,71,/home/nitin/Desktop/News/test5/2014-11-11.txt
1,16,63,/home/nitin/Desktop/News/test5/2014-09-14.txt
1,17,69,/home/nitin/Desktop/News/test5/2014-10-04.txt
1,18,51,/home/nitin/Desktop/News/test5/2014-10-01.txt
1,19,49,/home/nitin/Desktop/News/test5/2014-10-09.txt
1,20,37,/home/nitin/Desktop/News/test5/2014-09-26.txt
1,21,32,/home/nitin/Desktop/News/test5/2014-10-08.txt
1,22,9,/home/nitin/Desktop/News/test5/2014-11-06.txt
1,23,29,/home/nitin/Desktop/News/test5/2014-09-09.txt
1,24,28,/home/nitin/Desktop/News/test5/2014-09-08.txt
1,25,42,/home/nitin/Desktop/News/test5/2014-10-03.txt
1,26,30,/home/nitin/Desktop/News/test5/2014-10-07.txt
1,27,58,/home/nitin/Desktop/News/test5/2014-09-28.txt
1,28,34,/home/nitin/Desktop/News/test5/2014-10-02.txt
1,29,38,/home/nitin/Desktop/News/test5/2014-09-12.txt
1,30,66,/home/nitin/Desktop/News/test5/2014-11-12.txt
1,31,24,/home/nitin/Desktop/News/test5/2014-11-03.txt
1,32,6,/home/nitin/Desktop/News/test5/2014-11-04.txt
1,33,31,/home/nitin/Desktop/News/test5/2014-10-05.txt
1,34,2,/home/nitin/Desktop/News/test5/2014-10-06.txt
1,35,12,/home/nitin/Desktop/News/test5/2014-11-13.txt
1,36,56,/home/nitin/Desktop/News/test5/2014-09-11.txt
1,37,68,/home/nitin/Desktop/News/test5/2014-11-15.txt
1,38,8,/home/nitin/Desktop/News/test5/2014-09-05.txt
1,39,4,/home/nitin/Desktop/News/test5/2014-11-05.txt
1,40,3,/home/nitin/Desktop/News/test5/2014-10-31.txt
1,41,43,/home/nitin/Desktop/News/test5/2014-10-29.txt
1,42,47,/home/nitin/Desktop/News/test5/2014-11-02.txt
1,43,54,/home/nitin/Desktop/News/test5/2014-11-10.txt
1,44,48,/home/nitin/Desktop/News/test5/2014-10-30.txt
1,45,46,/home/nitin/Desktop/News/test5/2014-09-06.txt
1,46,67,/home/nitin/Desktop/News/test5/2014-11-14.txt
1,47,15,/home/nitin/Desktop/News/test5/2014-09-27.txt
1,48,40,/home/nitin/Desktop/News/test5/2014-09-13.txt
1,49,19,/home/nitin/Desktop/News/test5/2014-10-11.txt
1,50,23,/home/nitin/Desktop/News/test5/2014-11-07.txt
1,51,62,/home/nitin/Desktop/News/test5/2014-11-09.txt
1,52,64,/home/nitin/Desktop/News/test5/2014-09-02.txt
1,53,21,/home/nitin/Desktop/News/test5/2014-10-14.txt
1,54,10,/home/nitin/Desktop/News/test5/2014-09-01.txt
1,55,13,/home/nitin/Desktop/News/test5/2014-10-20.txt
1,56,17,/home/nitin/Desktop/News/test5/2014-10-13.txt
1,57,61,/home/nitin/Desktop/News/test5/2014-10-27.txt
1,58,35,/home/nitin/Desktop/News/test5/2014-11-01.txt
1,59,52,/home/nitin/Desktop/News/test5/2014-10-15.txt
1,60,20,/home/nitin/Desktop/News/test5/2014-10-23.txt
1,61,36,/home/nitin/Desktop/News/test5/2014-10-26.txt
1,62,5,/home/nitin/Desktop/News/test5/2014-10-16.txt
1,63,57,/home/nitin/Desktop/News/test5/2014-10-25.txt
1,64,41,/home/nitin/Desktop/News/test5/2014-10-28.txt
1,65,26,/home/nitin/Desktop/News/test5/2014-10-22.txt
1,66,44,/home/nitin/Desktop/News/test5/2014-10-12.txt
1,67,16,/home/nitin/Desktop/News/test5/2014-09-04.txt
1,68,27,/home/nitin/Desktop/News/test5/2014-10-19.txt
1,69,25,/home/nitin/Desktop/News/test5/2014-10-18.txt
1,70,14,/home/nitin/Desktop/News/test5/2014-10-21.txt
1,71,33,/home/nitin/Desktop/News/test5/2014-09-03.txt
1,72,60,/home/nitin/Desktop/News/test5/2014-10-24.txt
2,1,61,/home/nitin/Desktop/News/test5/2014-10-27.txt
2,2,41,/home/nitin/Desktop/News/test5/2014-10-28.txt
2,3,36,/home/nitin/Desktop/News/test5/2014-10-26.txt
2,4,57,/home/nitin/Desktop/News/test5/2014-10-25.txt
2,5,43,/home/nitin/Desktop/News/test5/2014-10-29.txt
2,6,3,/home/nitin/Desktop/News/test5/2014-10-31.txt
2,7,48,/home/nitin/Desktop/News/test5/2014-10-30.txt
2,8,35,/home/nitin/Desktop/News/test5/2014-11-01.txt
2,9,24,/home/nitin/Desktop/News/test5/2014-11-03.txt
2,10,47,/home/nitin/Desktop/News/test5/2014-11-02.txt
2,11,60,/home/nitin/Desktop/News/test5/2014-10-24.txt
2,12,6,/home/nitin/Desktop/News/test5/2014-11-04.txt
2,13,4,/home/nitin/Desktop/News/test5/2014-11-05.txt
2,14,2,/home/nitin/Desktop/News/test5/2014-10-06.txt
2,15,7,/home/nitin/Desktop/News/test5/2014-10-10.txt
2,16,30,/home/nitin/Desktop/News/test5/2014-10-07.txt
2,17,49,/home/nitin/Desktop/News/test5/2014-10-09.txt
2,18,9,/home/nitin/Desktop/News/test5/2014-11-06.txt
2,19,71,/home/nitin/Desktop/News/test5/2014-11-11.txt
2,20,32,/home/nitin/Desktop/News/test5/2014-10-08.txt
2,21,34,/home/nitin/Desktop/News/test5/2014-10-02.txt
2,22,31,/home/nitin/Desktop/News/test5/2014-10-05.txt
2,23,42,/home/nitin/Desktop/News/test5/2014-10-03.txt
2,24,69,/home/nitin/Desktop/News/test5/2014-10-04.txt
2,25,23,/home/nitin/Desktop/News/test5/2014-11-07.txt
2,26,50,/home/nitin/Desktop/News/test5/2014-09-22.txt
2,27,72,/home/nitin/Desktop/News/test5/2014-09-16.txt
2,28,12,/home/nitin/Desktop/News/test5/2014-11-13.txt
2,29,54,/home/nitin/Desktop/News/test5/2014-11-10.txt
2,30,55,/home/nitin/Desktop/News/test5/2014-09-25.txt
2,31,28,/home/nitin/Desktop/News/test5/2014-09-08.txt
2,32,67,/home/nitin/Desktop/News/test5/2014-11-14.txt
2,33,53,/home/nitin/Desktop/News/test5/2014-09-23.txt
2,34,65,/home/nitin/Desktop/News/test5/2014-09-15.txt
2,35,8,/home/nitin/Desktop/News/test5/2014-09-05.txt
2,36,38,/home/nitin/Desktop/News/test5/2014-09-12.txt
2,37,66,/home/nitin/Desktop/News/test5/2014-11-12.txt
2,38,51,/home/nitin/Desktop/News/test5/2014-10-01.txt
2,39,29,/home/nitin/Desktop/News/test5/2014-09-09.txt
2,40,22,/home/nitin/Desktop/News/test5/2014-09-30.txt
2,41,11,/home/nitin/Desktop/News/test5/2014-09-24.txt
2,42,59,/home/nitin/Desktop/News/test5/2014-09-18.txt
2,43,18,/home/nitin/Desktop/News/test5/2014-09-17.txt
2,44,62,/home/nitin/Desktop/News/test5/2014-11-09.txt
2,45,1,/home/nitin/Desktop/News/test5/2014-09-29.txt
2,46,58,/home/nitin/Desktop/News/test5/2014-09-28.txt
2,47,46,/home/nitin/Desktop/News/test5/2014-09-06.txt
2,48,13,/home/nitin/Desktop/News/test5/2014-10-20.txt
2,49,63,/home/nitin/Desktop/News/test5/2014-09-14.txt
2,50,45,/home/nitin/Desktop/News/test5/2014-09-19.txt
2,51,27,/home/nitin/Desktop/News/test5/2014-10-19.txt
2,52,52,/home/nitin/Desktop/News/test5/2014-10-15.txt
2,53,39,/home/nitin/Desktop/News/test5/2014-09-21.txt
2,54,40,/home/nitin/Desktop/News/test5/2014-09-13.txt
