docId,filename,top topics, and contribution to doc ...
1,/home/nitin/Desktop/News/test5/2014-09-29.txt,7,0.221,8,0.178,6,0.178,9,0.154,4,0.136,10,0.096
2,/home/nitin/Desktop/News/test5/2014-10-06.txt,9,0.250,6,0.231,8,0.147,4,0.140,10,0.093,2,0.063,7,0.055
3,/home/nitin/Desktop/News/test5/2014-10-31.txt,9,0.217,2,0.192,8,0.187,4,0.174,3,0.105,10,0.077
4,/home/nitin/Desktop/News/test5/2014-11-05.txt,3,0.274,9,0.229,8,0.146,4,0.142,10,0.099,2,0.059
5,/home/nitin/Desktop/News/test5/2014-10-16.txt,4,0.352,9,0.209,10,0.144,8,0.122,6,0.070,7,0.051
6,/home/nitin/Desktop/News/test5/2014-11-04.txt,9,0.242,3,0.238,8,0.153,4,0.144,10,0.092,2,0.084
7,/home/nitin/Desktop/News/test5/2014-10-10.txt,9,0.276,4,0.216,6,0.160,8,0.143,10,0.090,2,0.057
8,/home/nitin/Desktop/News/test5/2014-09-05.txt,5,0.341,9,0.191,8,0.165,4,0.130,10,0.102
9,/home/nitin/Desktop/News/test5/2014-11-06.txt,3,0.289,9,0.258,8,0.140,10,0.108,4,0.099
10,/home/nitin/Desktop/News/test5/2014-09-01.txt,4,0.200,8,0.191,10,0.181,9,0.148,7,0.101,2,0.053,6,0.052
11,/home/nitin/Desktop/News/test5/2014-09-24.txt,7,0.276,8,0.260,9,0.165,4,0.133,10,0.080
12,/home/nitin/Desktop/News/test5/2014-11-13.txt,3,0.265,9,0.246,8,0.174,4,0.124,10,0.103,7,0.052
13,/home/nitin/Desktop/News/test5/2014-10-20.txt,4,0.257,10,0.190,8,0.177,9,0.162,2,0.064,7,0.061,6,0.055
14,/home/nitin/Desktop/News/test5/2014-10-21.txt,8,0.225,4,0.220,9,0.171,10,0.154,2,0.097,3,0.059,7,0.053
15,/home/nitin/Desktop/News/test5/2014-09-27.txt,6,0.294,7,0.259,10,0.135,4,0.120,8,0.113,9,0.058
16,/home/nitin/Desktop/News/test5/2014-09-04.txt,4,0.389,8,0.218,9,0.207,10,0.065,7,0.052
17,/home/nitin/Desktop/News/test5/2014-10-13.txt,4,0.392,8,0.155,9,0.155,6,0.126,10,0.117
18,/home/nitin/Desktop/News/test5/2014-09-17.txt,10,0.225,9,0.173,4,0.172,8,0.167,1,0.127,7,0.092
19,/home/nitin/Desktop/News/test5/2014-10-11.txt,9,0.235,4,0.223,6,0.215,10,0.131,8,0.122
20,/home/nitin/Desktop/News/test5/2014-10-23.txt,9,0.378,4,0.137,7,0.137,8,0.127,6,0.070,2,0.055
21,/home/nitin/Desktop/News/test5/2014-10-14.txt,4,0.473,9,0.154,8,0.144,10,0.101,6,0.067
22,/home/nitin/Desktop/News/test5/2014-09-30.txt,8,0.199,7,0.179,6,0.174,9,0.172,4,0.171,10,0.069
23,/home/nitin/Desktop/News/test5/2014-11-07.txt,9,0.268,3,0.235,8,0.159,4,0.113,10,0.109,7,0.060
24,/home/nitin/Desktop/News/test5/2014-11-03.txt,9,0.222,3,0.208,8,0.168,4,0.134,2,0.121,10,0.088
25,/home/nitin/Desktop/News/test5/2014-10-18.txt,4,0.218,10,0.181,6,0.181,9,0.169,8,0.149,2,0.051
26,/home/nitin/Desktop/News/test5/2014-10-22.txt,9,0.462,7,0.188,4,0.144,2,0.057
27,/home/nitin/Desktop/News/test5/2014-10-19.txt,10,0.309,4,0.155,6,0.149,9,0.134,8,0.118,2,0.077
28,/home/nitin/Desktop/News/test5/2014-09-08.txt,5,0.275,9,0.190,4,0.178,8,0.161,10,0.121
29,/home/nitin/Desktop/News/test5/2014-09-09.txt,5,0.268,9,0.201,4,0.178,8,0.164,10,0.106
30,/home/nitin/Desktop/News/test5/2014-10-07.txt,9,0.252,6,0.194,4,0.188,8,0.147,10,0.080,7,0.062,2,0.054
31,/home/nitin/Desktop/News/test5/2014-10-05.txt,6,0.295,9,0.192,10,0.148,8,0.131,4,0.092,2,0.070,7,0.055
32,/home/nitin/Desktop/News/test5/2014-10-08.txt,9,0.251,4,0.235,6,0.163,8,0.154,10,0.087
33,/home/nitin/Desktop/News/test5/2014-09-03.txt,4,0.393,8,0.214,9,0.162,3,0.096,7,0.056
34,/home/nitin/Desktop/News/test5/2014-10-02.txt,9,0.246,6,0.233,8,0.150,4,0.118,7,0.104,10,0.079
35,/home/nitin/Desktop/News/test5/2014-11-01.txt,9,0.226,2,0.180,3,0.162,8,0.159,4,0.112,10,0.101
36,/home/nitin/Desktop/News/test5/2014-10-26.txt,2,0.388,9,0.179,10,0.158,8,0.096,4,0.074,7,0.065
37,/home/nitin/Desktop/News/test5/2014-09-26.txt,8,0.349,7,0.232,4,0.146,9,0.115,10,0.097
38,/home/nitin/Desktop/News/test5/2014-09-12.txt,5,0.305,9,0.171,4,0.165,8,0.150,10,0.140
39,/home/nitin/Desktop/News/test5/2014-09-21.txt,1,0.288,10,0.212,7,0.133,9,0.129,8,0.118,4,0.068
40,/home/nitin/Desktop/News/test5/2014-09-13.txt,10,0.275,5,0.247,9,0.146,8,0.127,4,0.116
41,/home/nitin/Desktop/News/test5/2014-10-28.txt,2,0.311,9,0.212,8,0.192,4,0.119,10,0.081
42,/home/nitin/Desktop/News/test5/2014-10-03.txt,9,0.258,6,0.245,8,0.149,4,0.112,10,0.090,7,0.085
43,/home/nitin/Desktop/News/test5/2014-10-29.txt,9,0.250,8,0.218,2,0.205,4,0.145,10,0.079
44,/home/nitin/Desktop/News/test5/2014-10-12.txt,4,0.260,6,0.230,9,0.186,10,0.148,8,0.125
45,/home/nitin/Desktop/News/test5/2014-09-19.txt,1,0.235,9,0.175,10,0.175,8,0.160,4,0.141,7,0.079
46,/home/nitin/Desktop/News/test5/2014-09-06.txt,5,0.305,9,0.202,8,0.158,10,0.142,4,0.101
47,/home/nitin/Desktop/News/test5/2014-11-02.txt,9,0.212,3,0.184,2,0.184,8,0.140,10,0.123,4,0.083
48,/home/nitin/Desktop/News/test5/2014-10-30.txt,8,0.223,9,0.218,4,0.187,2,0.186,10,0.084
