topicId,rank,docId,filename
1,1,60,/home/nitin/Desktop/News/test6/2014-12-02.txt
1,2,7,/home/nitin/Desktop/News/test6/2014-11-04.txt
1,3,37,/home/nitin/Desktop/News/test6/2014-09-08.txt
1,4,88,/home/nitin/Desktop/News/test6/2014-09-15.txt
1,5,97,/home/nitin/Desktop/News/test6/2014-09-16.txt
1,6,52,/home/nitin/Desktop/News/test6/2014-09-12.txt
1,7,11,/home/nitin/Desktop/News/test6/2014-09-05.txt
1,8,81,/home/nitin/Desktop/News/test6/2014-09-18.txt
1,9,5,/home/nitin/Desktop/News/test6/2014-11-05.txt
1,10,96,/home/nitin/Desktop/News/test6/2014-11-11.txt
1,11,38,/home/nitin/Desktop/News/test6/2014-09-09.txt
1,12,69,/home/nitin/Desktop/News/test6/2014-09-22.txt
1,13,73,/home/nitin/Desktop/News/test6/2014-09-23.txt
1,14,30,/home/nitin/Desktop/News/test6/2014-09-30.txt
1,15,66,/home/nitin/Desktop/News/test6/2014-12-03.txt
1,16,70,/home/nitin/Desktop/News/test6/2014-10-01.txt
1,17,8,/home/nitin/Desktop/News/test6/2014-12-01.txt
1,18,68,/home/nitin/Desktop/News/test6/2014-12-09.txt
1,19,32,/home/nitin/Desktop/News/test6/2014-11-03.txt
1,20,56,/home/nitin/Desktop/News/test6/2014-10-28.txt
1,21,16,/home/nitin/Desktop/News/test6/2014-11-13.txt
1,22,12,/home/nitin/Desktop/News/test6/2014-11-06.txt
1,23,67,/home/nitin/Desktop/News/test6/2014-10-09.txt
1,24,34,/home/nitin/Desktop/News/test6/2014-12-04.txt
1,25,22,/home/nitin/Desktop/News/test6/2014-09-17.txt
1,26,62,/home/nitin/Desktop/News/test6/2014-09-19.txt
1,27,39,/home/nitin/Desktop/News/test6/2014-10-07.txt
1,28,27,/home/nitin/Desktop/News/test6/2014-12-12.txt
1,29,76,/home/nitin/Desktop/News/test6/2014-09-25.txt
1,30,2,/home/nitin/Desktop/News/test6/2014-10-06.txt
1,31,74,/home/nitin/Desktop/News/test6/2014-12-11.txt
1,32,45,/home/nitin/Desktop/News/test6/2014-10-02.txt
1,33,83,/home/nitin/Desktop/News/test6/2014-10-27.txt
1,34,58,/home/nitin/Desktop/News/test6/2014-10-03.txt
1,35,91,/home/nitin/Desktop/News/test6/2014-11-14.txt
1,36,59,/home/nitin/Desktop/News/test6/2014-10-29.txt
1,37,89,/home/nitin/Desktop/News/test6/2014-11-12.txt
1,38,3,/home/nitin/Desktop/News/test6/2014-10-31.txt
1,39,63,/home/nitin/Desktop/News/test6/2014-09-06.txt
1,40,14,/home/nitin/Desktop/News/test6/2014-09-24.txt
1,41,71,/home/nitin/Desktop/News/test6/2014-12-10.txt
1,42,26,/home/nitin/Desktop/News/test6/2014-12-05.txt
1,43,57,/home/nitin/Desktop/News/test6/2014-12-08.txt
1,44,1,/home/nitin/Desktop/News/test6/2014-09-29.txt
1,45,65,/home/nitin/Desktop/News/test6/2014-10-30.txt
1,46,10,/home/nitin/Desktop/News/test6/2014-10-10.txt
1,47,31,/home/nitin/Desktop/News/test6/2014-11-07.txt
1,48,43,/home/nitin/Desktop/News/test6/2014-10-08.txt
1,49,72,/home/nitin/Desktop/News/test6/2014-10-15.txt
1,50,47,/home/nitin/Desktop/News/test6/2014-11-01.txt
1,51,40,/home/nitin/Desktop/News/test6/2014-11-28.txt
1,52,54,/home/nitin/Desktop/News/test6/2014-09-13.txt
1,53,49,/home/nitin/Desktop/News/test6/2014-11-20.txt
1,54,86,/home/nitin/Desktop/News/test6/2014-09-02.txt
1,55,75,/home/nitin/Desktop/News/test6/2014-11-10.txt
1,56,78,/home/nitin/Desktop/News/test6/2014-10-25.txt
1,57,94,/home/nitin/Desktop/News/test6/2014-10-04.txt
1,58,29,/home/nitin/Desktop/News/test6/2014-12-06.txt
1,59,85,/home/nitin/Desktop/News/test6/2014-09-14.txt
1,60,15,/home/nitin/Desktop/News/test6/2014-11-19.txt
