Date,Close
1,0.2634933
2,0.2599934
3,0.2610853
4,0.2642985
5,0.2657565
6,0.2678723
7,0.2685105
8,0.267529
9,0.2688082
10,0.2709817
11,0.2734633
12,0.2786583
13,0.2786038
14,0.2791588
15,0.2786863
16,0.2787473
17,0.2791006
18,0.280089
19,0.2794064
20,0.2804666
21,0.2817788
22,0.2816329
23,0.2803285
24,0.2806756
25,0.2833463
26,0.2849954
27,0.2833805
28,0.2838619
29,0.2843891
30,0.2869399
31,0.2855962
32,0.2844401
33,0.2844271
34,0.2856282
35,0.284581
36,0.281194
37,0.2779701
38,0.278311
39,0.2760201
40,0.2735068
41,0.2731956
42,0.2678144
43,0.2671013
44,0.2712657
45,0.2737184
46,0.2770179
47,0.2720861
48,0.2740354
49,0.2749942
