docId,filename,top topics, and contribution to doc ...
1,/home/nitin/Desktop/News/test5/2014-09-29.txt,7,0.249,6,0.124,15,0.124,14,0.115,10,0.107,13,0.105,8,0.071,9,0.060
2,/home/nitin/Desktop/News/test5/2014-10-06.txt,1,0.211,15,0.158,6,0.141,13,0.117,10,0.116,8,0.077,14,0.070
3,/home/nitin/Desktop/News/test5/2014-10-31.txt,13,0.219,10,0.161,6,0.126,15,0.105,11,0.098,12,0.095,8,0.081,14,0.067
4,/home/nitin/Desktop/News/test5/2014-11-05.txt,11,0.228,13,0.145,10,0.133,15,0.130,6,0.121,14,0.086,8,0.079
5,/home/nitin/Desktop/News/test5/2014-10-16.txt,4,0.224,10,0.174,8,0.144,6,0.144,15,0.112,13,0.096,14,0.054
6,/home/nitin/Desktop/News/test5/2014-11-04.txt,11,0.192,13,0.164,10,0.138,15,0.131,6,0.129,8,0.095,14,0.078
7,/home/nitin/Desktop/News/test5/2014-10-10.txt,4,0.194,15,0.162,10,0.141,13,0.120,6,0.112,14,0.100,8,0.074,1,0.052
8,/home/nitin/Desktop/News/test5/2014-09-05.txt,2,0.303,10,0.137,13,0.126,15,0.121,6,0.120,14,0.098,8,0.055
9,/home/nitin/Desktop/News/test5/2014-11-06.txt,11,0.215,13,0.148,15,0.136,6,0.129,10,0.107,8,0.095,14,0.067,5,0.063
10,/home/nitin/Desktop/News/test5/2014-09-01.txt,10,0.171,6,0.142,13,0.142,7,0.118,15,0.102,14,0.093,8,0.077
11,/home/nitin/Desktop/News/test5/2014-09-24.txt,9,0.290,10,0.133,15,0.125,6,0.122,13,0.108,14,0.104,8,0.064
12,/home/nitin/Desktop/News/test5/2014-11-13.txt,5,0.209,13,0.177,15,0.141,10,0.133,6,0.124,8,0.079,14,0.069
13,/home/nitin/Desktop/News/test5/2014-10-20.txt,4,0.193,6,0.185,10,0.172,8,0.140,13,0.101,15,0.070
14,/home/nitin/Desktop/News/test5/2014-10-21.txt,6,0.182,10,0.178,4,0.146,8,0.138,13,0.124,15,0.065,9,0.052
15,/home/nitin/Desktop/News/test5/2014-09-27.txt,7,0.422,6,0.135,10,0.085,15,0.084,9,0.080,13,0.067
16,/home/nitin/Desktop/News/test5/2014-09-04.txt,10,0.303,14,0.205,13,0.150,15,0.113,6,0.103
17,/home/nitin/Desktop/News/test5/2014-10-13.txt,4,0.313,10,0.214,6,0.130,13,0.101,15,0.088,8,0.071
18,/home/nitin/Desktop/News/test5/2014-09-17.txt,14,0.225,6,0.174,10,0.153,3,0.110,15,0.109,13,0.092,8,0.068
19,/home/nitin/Desktop/News/test5/2014-10-11.txt,4,0.303,8,0.137,6,0.131,10,0.118,15,0.108,13,0.099
20,/home/nitin/Desktop/News/test5/2014-10-23.txt,8,0.345,15,0.154,13,0.147,6,0.080,10,0.079,14,0.057
21,/home/nitin/Desktop/News/test5/2014-10-14.txt,4,0.276,10,0.266,6,0.125,13,0.104,15,0.088,8,0.058
22,/home/nitin/Desktop/News/test5/2014-09-30.txt,7,0.197,14,0.169,15,0.124,10,0.123,6,0.117,13,0.110,8,0.053
23,/home/nitin/Desktop/News/test5/2014-11-07.txt,11,0.172,13,0.163,15,0.150,6,0.131,10,0.117,8,0.090,14,0.074,5,0.055
24,/home/nitin/Desktop/News/test5/2014-11-03.txt,11,0.196,10,0.158,13,0.140,15,0.124,6,0.116,8,0.096,14,0.069
25,/home/nitin/Desktop/News/test5/2014-10-18.txt,4,0.245,6,0.172,10,0.153,13,0.135,15,0.086,8,0.083,7,0.078
26,/home/nitin/Desktop/News/test5/2014-10-22.txt,8,0.526,15,0.148,13,0.091,14,0.076
27,/home/nitin/Desktop/News/test5/2014-10-19.txt,4,0.251,6,0.226,8,0.148,10,0.102,13,0.083,15,0.063,7,0.062
28,/home/nitin/Desktop/News/test5/2014-09-08.txt,2,0.242,10,0.196,6,0.122,15,0.120,13,0.119,14,0.102,8,0.053
29,/home/nitin/Desktop/News/test5/2014-09-09.txt,2,0.232,10,0.188,13,0.133,15,0.127,14,0.119,6,0.116
30,/home/nitin/Desktop/News/test5/2014-10-07.txt,1,0.157,15,0.151,10,0.140,6,0.125,13,0.119,14,0.099,8,0.072,4,0.054,7,0.051
31,/home/nitin/Desktop/News/test5/2014-10-05.txt,1,0.241,6,0.169,15,0.134,7,0.099,10,0.096,13,0.085,8,0.082
